Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i8,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler Plug In,Karma Revero,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Wheego Life,Workhorse E-GEN Van,Grand Total
76126,1,,,1,,,1,,,1,2,1,1,1,,2,2,,,,2,,3,1,,,,1,,3,,,3,3,,1,,,1,,,,,2,,3,2,,,,,1,,,,,,,,,,,,,,,,1,1,2,,3,,,,2,6,,,,,39,22,12,27,,1,,,,,1,,,,,1,2,,,159
76127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,2
76129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
76131,,,,3,,,,,,4,5,,1,1,,1,2,1,,,6,,9,3,,,,2,,5,,,4,2,,,,,1,,,,,,,,3,1,1,,,,,,1,,,,,1,,2,,2,,,,,,,,14,1,,,,1,,,,,75,14,2,28,,1,6,,,1,,,,,,1,1,,,206
76132,,,,2,,,,,,3,1,,1,2,,,7,,,,1,1,7,1,,,,,,,,,5,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,1,,,1,,7,1,,1,1,3,,,,1,34,22,10,20,,,3,,1,1,,,,,1,1,1,,,146
76133,,,,,,,,,,,,,1,4,1,1,,,,,9,,19,3,,,,,,3,,1,5,1,,,1,,,,,,,1,,,1,,3,,,1,1,,1,,,,,,,,,,,,,1,1,,,10,,,,,,,2,,,23,8,,9,,2,4,,,1,,,,,,,,,,118
76134,,,,,,,,,,,,,,,,,,,,,2,,5,2,,,,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,5,4,2,1,,,,,,,,,,,,,,,,28
76135,,,,1,,,,,,1,,,1,,,,1,,,,3,1,4,2,,,,1,,,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,13,5,1,8,,2,,,,,,,,,1,,,,,54
76137,,,,1,,,,,,2,1,,,2,1,1,1,,1,,6,,15,5,,,,2,,2,,1,6,2,,,,,4,1,,,,,,,3,1,3,1,,,,,,,,,,1,,,,,,,,,,2,,9,,,,1,,,1,,,48,12,6,21,,,4,,2,,3,,,,,,1,,,173
76140,,,,,,,,,,1,1,1,1,2,,,1,,1,,1,,2,1,,,,,,,,,3,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,9,4,,3,,,1,,,,1,,,,,,,,,40
76148,,,,,,,,,,,,,1,1,,,,,1,1,2,,3,1,,,,1,,3,,,1,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,1,1,,1,,,,1,,,13,3,,1,,2,,,,,,,,,,,,,,42
76151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
76155,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,3,1,,,,,,,,,,,,,,,,,,9
76161,,,,,,,,,,,,,,,,,,,,,1,,,12,,,,3,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,76
76164,,,,,,,,,,,,,1,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,10
76177,,,,2,,,,,,,2,,2,,,,,,1,,3,,10,2,,,,2,,1,,1,3,3,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,38,12,5,9,,,1,,,,,,,,1,,1,,,105
76179,,,,,,,,,,2,3,,1,1,,,2,1,1,,9,1,12,,,,,3,,5,,,10,2,,,1,,4,,,1,,,,,7,,2,2,,,1,,,,,,,,,,,,,,,,,1,,11,,,,1,2,,,,,69,26,8,29,,3,6,,1,,3,,,,3,3,2,,,239
76180,1,,,1,,,1,,,,1,,1,1,,1,,,,1,5,,11,1,,,,,,4,,,3,,,,1,,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,2,,,,,36,3,1,17,,1,3,,,,,,,,,,,,,103
76182,1,,,,,,1,,,1,4,,1,,2,1,1,1,,,5,1,13,3,,,,,,2,,,4,2,,,,,3,,,,,,,,3,,,2,,1,,1,,,,,,,,,,,,,,,1,2,,6,,,1,2,,,1,,,47,16,5,12,,,4,,,,3,,2,,,1,3,,,159
76185,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2
76196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76201,,,,,,,,,,,,,,,,,,,,,1,,4,1,,,,1,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,5,,,,,,,,,,7,3,1,3,,2,3,,1,,1,,,,,,,,,41
76205,,,,,,,,,,,,,1,,1,,1,,,,4,,1,2,,,,,,,,,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,8,,,,,2,,,,,9,4,1,5,,,1,,,,,,,,1,,,,,46
76207,,,,1,,1,,,,1,2,,1,2,,1,2,,,,4,,6,2,,,,1,,1,,,4,,,,,,1,,,,,,,,1,,,2,,,,,,,,,,,,,1,,,,,1,,1,,6,,,,1,,,,,,13,4,4,9,,1,1,,,1,,2,,,1,1,4,,,84
76208,,,,1,,,,,,,1,,,1,,,,,,,2,,6,1,,,,,,,,,5,6,,,,,3,,,,,1,,,5,,,,,2,,,1,,,,,,,,,,,,,,,1,,7,,,,1,,,,,,32,10,1,9,,,3,,3,,,,,,1,,1,,,104
76209,1,,,,,,,,,1,,,1,1,,,2,,,,3,1,7,,,,,,,,,,4,1,,,,,,,,,,,,,1,,,1,1,,1,,,,,,,,,,,,,,,,,1,,12,,,,,,,1,,,16,4,,5,,,,,,1,,,,,,,,,,66
76210,1,,,4,,,,,,1,3,,,3,2,,1,,,,10,,10,10,,,,3,,7,1,1,15,4,,,,,,,,,,,,,2,,,2,,,,1,1,,,,1,,,1,,,,,,,1,1,,11,1,,,1,,,1,,,54,25,6,25,,1,5,,1,,1,1,1,,2,,,,,222
76225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
76226,,,,4,,2,1,,,2,,1,4,2,2,,9,1,,1,7,,11,13,,,,2,,3,,,9,4,,,,,5,,1,1,,,,,12,,2,,2,1,,,3,,,,1,,,,1,1,,,,,,2,,13,2,,1,1,3,1,1,,,129,47,20,77,,1,5,1,,1,4,1,,,2,1,7,,,428
76227,,1,,4,,1,,,,4,5,,2,1,,,4,,2,,5,,23,5,,,,3,,,,,12,3,,,1,,2,,,1,,,,,5,,,,,2,,,,,,,,1,,1,,,,,,,,3,,14,,,,1,,,,,,90,27,9,53,,1,5,,1,1,7,,,,1,,3,,,304
76230,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,5
76233,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4
76234,,,,,,1,1,,,,,,,,,,2,,,,3,,1,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,2,,1,,,3,6,1,4,,,1,,,,,,,,,,1,,,33
76235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
76239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
76240,,,,,,,,,,1,1,,,,,,1,,,,1,,7,2,,,,1,,,,,3,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,4,,,,,,,,,,8,4,1,1,,,1,,,,,,,,,,,,,39
76241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
76244,,,,2,,1,3,,,3,2,,2,7,,,1,,,,16,,21,12,,,,8,,7,,1,15,5,,,,,5,,,,,,,2,8,,3,1,,1,1,,1,,,,1,1,,,,,,,,,,2,,13,,,2,,3,,1,,,119,30,12,39,,1,9,,,2,4,,1,,,2,,,,370
76245,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,6
76247,,,,,,1,,,,,,,2,1,,,,,,,6,,9,3,,,,,,1,,,11,2,,,,,2,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,1,,6,,,2,,1,,,,,32,14,3,23,,,5,,2,,,,1,,,,1,,,132
76248,,,,6,,,2,,,3,2,1,2,1,2,1,4,,1,1,2,,15,4,,,,3,,1,,,4,5,,,,,4,,,,,,,1,4,,,2,,,2,,1,,,,,,,,,,,,,1,,1,,11,,,5,2,5,,1,,,111,50,24,60,,2,2,,1,,4,,1,,,3,2,,,360
76249,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,3,6,4,1,,,,,,,,,,,,,,,,24
76250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,2
76251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76255,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,6
76258,,,,,1,,,,,,,,,,,,,,,,3,,1,1,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,4,8,1,2,,,1,,,,,,,,,,,,,28
76259,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,1,1,,,,,,,,,,,,1,,,,13
76262,1,,1,10,1,1,,,,,3,,,8,5,,7,,1,,10,,15,7,,,,3,,3,,,4,7,,,1,,4,,,,,,,2,7,,3,,,,,3,1,,,,,,4,12,2,,,,1,1,,5,,20,1,,7,1,19,,11,1,,163,71,45,77,,1,3,,1,,,1,,,2,1,4,,,562
76264,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,4
76265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2
76266,,,,,,,,,,,,,,,,,,,,,2,,7,1,,,,,,,,,5,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,9,4,5,1,,,4,,,,1,,,,,,,,,47
76271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,3
76272,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,7
76273,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,,1,,,10
76277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76301,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,9
76302,,,,,,,,,,,,,,,1,,,,,,3,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,1,3,,,,,,,,,,,,,,,,19
76305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,5
76306,1,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,1,,,14
76308,,,,,,,,,,,2,,,,,1,1,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,1,,,,,,6,8,1,3,,,,,,,,,,,,,,,,29
76309,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,5,1,,,,,,,,,,,,,,,,18
76310,,,,,,,,,,,,,,,2,,4,,,,1,,3,2,,,,1,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,13,4,,5,,1,,,,,,,,,,,1,,,42
76311,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,4
76354,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,1,,,1,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,1,,,,,,,,,,,,,,14
76357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
76365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,2
76366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,2
76367,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,10
76371,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3
76374,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,4
76379,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76380,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
76384,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,5
76388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76401,,,,,,,,,,,,,,,,,,,1,,3,,4,1,,,,,,1,,,4,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,5,2,,2,,,2,,,,,,,,,,,,,29
76424,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76426,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,3,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,1,,,,,,4,2,1,,,,1,,,,,,,,,,,,,19
76430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,2
76431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1
76433,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,4
76437,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5
76442,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,7
76444,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76446,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,7
76448,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
76449,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,3
76450,1,,,,,,,,,,,,,,,,1,,,,,,2,1,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,1,,,,,,,,,,,,,12
76453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,3
76454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
76457,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,4
76458,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
76462,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
76470,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
76472,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,7
76475,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76476,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,5
76484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
76486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76487,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,11
76501,,,,,,,,,,,,,,,,,,,,,2,,7,1,,,,2,,1,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,7,2,,2,,1,2,,,,,,,,,,,,,32
76502,,,,,,,,,,,1,,,1,1,,2,,,,3,1,15,4,,,,1,,1,,,4,7,,,,,2,,,,,1,,,1,,,,,,,,1,,,,,,,1,,,,,,,,1,,3,,,1,,,,2,,,43,10,6,18,,1,8,,,,2,1,,,1,2,2,,,148
76503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
76504,,,,,,,,,,,,,1,,,,1,,,,,1,3,1,,,,,,1,,,1,1,,,,,,,,,,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,2,1,,,,,,,,,,,,,22
76511,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2
76513,,,,,,,,,,2,2,,1,,1,,,,1,,4,,7,8,,,,,,1,,,6,1,,,4,,4,,,,,,,,3,,,,1,,,,1,,,,,,,1,,,,,,,,,,3,,,,,1,,,,,24,9,1,15,,2,8,,2,,1,,,,1,,3,,,118
76518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,2
76519,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76520,,,,,,,,,,1,,,,,,,,,1,,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,1,,,,,,,,,10
