Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i8,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford E-Transit,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler Plug In,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Workhorse E-GEN Van,Grand Total
76073,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,2,,,,,,1,,,,,,,,,,,,,7
76077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
76078,,,,,,,,,,,,,,,,,,,,,2,,1,2,,,,,,1,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,4,2,,1,,,,,,,,,,,,,,,,18
76082,,,,,,,,,,,1,,,1,1,,,,,1,1,,3,1,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,7,3,1,,,1,1,,,,,,,,,,,,,28
76084,,,,,,,,,,,,,1,,,,,,,,2,,2,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,12,4,1,2,,,,,,,1,,,,,,,,,33
76085,,,,,,,,,,,,,,,1,1,,,,,1,,3,,,,,1,,,,,,2,,,,,,,,,,1,,,,,,3,1,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,1,,6,3,,4,,,3,,1,,,,,,,,,,,35
76086,,,,,,,,,,,,,,,,,1,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,4,,,,,,,,,,7,2,1,1,,,2,,,,,,,,,,,,,25
76087,,1,,,,,,,,,2,,,2,,,,1,,,2,,7,5,,,,1,,,,,,3,1,,,,,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,2,,,5,,2,,1,,,20,11,5,16,,1,3,,,,1,,,,,,,1,,99
76088,1,,,,,,,,,1,,,,,,,,,1,,3,,8,1,,,,,,1,,,,1,2,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,6,5,,3,,,3,,,,,,,,,,1,,,41
76089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76092,2,,,13,1,3,4,,1,3,9,,3,7,6,3,14,,1,,6,,18,10,,,,1,1,3,,,,5,14,,,,,4,,,,,,,,,1,9,,,,,,1,,,7,,,,1,1,,,1,,,,1,,,2,,13,2,,11,9,36,,,,,234,168,86,119,,3,8,,1,2,1,,,,,,1,7,,857
76093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
76096,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
76102,,,,2,,1,,,,,4,,,2,2,,1,,,,5,,2,,,,,,,1,,,,1,3,,,,,,,,,,,,,,1,12,,,,,,,,,1,,,,,1,,,,,,,,1,,,6,2,,,4,,10,,3,,,47,26,10,20,,1,2,,,,,,1,,,,,2,,174
76103,,,,,,,,,,,,,,1,,1,,,,,2,,1,,,,,1,,,,,,2,,,,,,2,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,6,2,,3,,,,,,,1,,,,,,,,,26
76104,,,,,,,1,,,,3,,1,2,,,,,1,,1,,2,1,,,,,,1,,,,1,1,,,,,1,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,,,,,21,4,2,9,,,1,,,,,,,,,1,,,,62
76105,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,5
76106,,,,,,,,,,,,,,1,,1,,1,,,,,2,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,,1,1,,,3,,,,,,,,,,,,,20
76107,,,,,,1,,,,2,6,,6,2,3,1,4,1,,,8,,7,1,,,,1,,,1,,,3,,,,,,1,,1,,,,,,,,4,,,,,,,,,2,,,,,1,1,,,,,,2,1,,,,6,,,1,2,3,,1,,,64,40,14,30,,1,3,,,,2,,,,,,1,1,,229
76108,,,,1,,,,,,1,,,2,1,1,,3,,,,1,,7,3,,,,1,1,,,,1,6,2,,,1,,2,,,,,,,,,2,3,,,1,,,,,,1,,,,,,,,,1,,,,1,,4,,6,,,,2,1,,1,,,45,13,3,22,,2,6,,1,,1,,,,,,1,,,151
76109,,,,2,,1,,,,2,1,,,1,1,1,5,,,,1,,6,4,,,,,,,1,,,2,2,,,,,3,,,,,,,,,2,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,2,1,,,1,1,,,,1,71,31,11,29,,1,2,,2,,1,,,,,,,3,,195
76110,1,,,,,,,,,1,1,,1,,,,1,,,,1,,1,3,,,,,,1,,,,1,2,,,1,,,,,,1,,,,,,,,,2,1,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,16,7,3,9,,,3,,1,,3,,,,,1,2,3,,72
76111,,,,,,1,,,,,1,,1,,,,,,,,6,1,3,1,,,,,,,1,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,1,,3,,,,,,,,,,12,2,3,4,,,,,,1,,,,,,,,,,48
76112,,,,,,,,,,,3,,1,1,,,1,,,,2,,7,3,,,,1,,,,,,4,2,,,,,,,,,,,,,,,4,,,1,,,,1,,,,,,,,,,,,,,,2,,,,6,1,,,,,,1,,,18,2,1,5,,,1,,,,,,,,,,,,,68
76114,,,,1,,,,,,,1,,,3,1,,,,,,,,1,,,,,3,,,,,,3,,,,,,1,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,2,,,,1,1,,,,,10,10,,6,,,1,,1,,2,,,,,,,,,51
76115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,8
76116,1,,,1,,,,,,1,1,,3,,1,,5,,,,8,,12,2,,,,3,,3,,,,3,2,,1,,,,,1,,,,,,,,1,,,,,,1,,,3,,,,,1,,,,,,,,2,,1,,7,,,2,,2,,,,,28,12,7,16,,,2,1,1,,1,,,,,1,1,1,,139
76117,,,,,,,,,,,1,,,1,,,,,,,1,,1,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,1,,4,,,,,,,,,,8,2,2,2,,,,,,,,,,,,,,,,29
76118,,,,,,,,,,,1,,,1,,1,2,1,,,2,,9,2,,,,,,,,,,2,1,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,23,4,,4,,,2,,,,1,,,,,,,,,61
76119,,,,,,,,,,1,1,,1,,2,,,,,,,,3,,,,,,,1,,,,4,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,1,,1,,,,21
76120,,,,,,,,,,1,,1,,,3,,,,,,,,3,1,,,,,,,,,,1,1,,,,,1,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,3,1,,1,1,,,,,,22,4,1,8,,1,,,1,,,,,,,,,,,58
76123,1,,,,,,,,,3,,1,,1,1,,3,1,,,5,,10,2,,,,1,,,,,1,3,1,,,,,2,,1,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,1,,,4,,,,1,1,,,,,44,11,5,15,,,2,,,,2,,,,,,,,,126
76126,1,,,1,,,,,,1,2,1,1,1,,2,2,,,,2,,3,1,,,,,,3,,,,3,3,,1,,,1,,,,,,,2,,2,2,,,,,,1,,,,,,,,,,,,,,,,1,1,2,,3,,,,2,6,,,,,43,25,11,30,,1,,,1,,2,,,,,,1,2,,167
76127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,2
76129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
76131,,,,4,,,,,,3,5,,1,1,,1,2,1,,,7,,8,2,,,,2,,5,,,,4,2,,,,,2,,,,,,,,,,5,1,1,1,,,,,,1,,,,,1,1,2,,2,,,,,,1,,13,1,,1,,1,,,,,75,13,3,36,,1,6,,,1,,,,,,,1,1,,219
76132,,,,1,,,,,,3,1,,1,2,,,7,,,,1,1,7,2,,,,,,,,,,5,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,1,,,1,,8,1,,1,1,1,,,,1,37,22,11,20,,,3,,2,1,1,,,,,1,1,1,,151
76133,,,,,,,,,,,,,1,2,1,1,,,,,9,,19,3,,,,,,3,,,1,6,2,,,1,,,,,,,,,1,,,1,1,,3,,,1,1,,1,,,,,,,,,,,,,1,1,,,10,,,,,,,2,,,22,8,,9,,2,4,,,1,,,,,,,,,,118
76134,,,,,,,,,,,,,,,,,,,,,2,,5,2,,,,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,7,4,2,1,,,,,,,,,,,,,,,,31
76135,,,,1,,,,,,1,,,1,,,,1,,,,3,1,4,2,,,,1,,,,,1,4,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,12,6,1,7,,2,,,,,,,,,,1,,,,55
76137,,,,1,,,,,,2,1,,,2,1,1,1,,1,,6,,13,5,,,,2,,3,,,1,6,3,,,,,4,,,1,,,,,,,3,1,,3,1,,,,,,,,,,1,,,,,,,,,,2,,11,1,,,1,,,1,,,54,13,8,23,,,5,,2,,3,,,,,,,1,,188
76140,,,,,,,,,,1,1,1,1,2,,,1,,1,,1,,2,1,,,,,,,,,,4,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,,,,,,10,6,,3,,,1,,,,,,,,,,,,,45
76148,,,,,,,,,,,,,1,1,,,,,1,1,2,,3,1,,,,1,,4,1,,,1,1,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,1,,1,1,,1,,,,1,,,12,4,1,1,,2,,,,,,,,,,,,,,46
76151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2
76155,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,4,1,,1,,,,,,,,,,,,,,,,12
76161,,,,,,,,,,,,,,,,,,,,,1,,,16,,,,2,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,96
76164,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,,10
76177,,,,2,,,,,,,2,,1,,,,1,,,,4,,10,1,,,,2,,1,,,1,3,3,,,,,1,,,,1,,,,,,1,,2,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,41,12,5,12,,,1,,,,,,,,,1,,1,,113
76179,,,,,,,,,,3,3,,1,1,,,2,1,1,,8,1,13,,,,,3,,4,,,,8,2,,,,,4,,,,,1,,,,,7,,,2,2,,,,,,,,,,,,,,,,,,1,,1,,11,,,,1,2,,,,,68,28,8,28,,2,5,,2,,4,,,,,3,3,3,,237
76180,1,,,1,,,1,,,,1,,2,1,,1,,,,1,4,,12,1,,,,,,4,,,2,2,,,,1,,1,,1,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,2,,,,,39,3,3,18,,1,4,,,,,,,,,,,,,115
76182,1,,,,,,1,,,1,4,,1,,2,1,1,1,,,5,1,12,3,,,,,,2,,,,4,2,,,,,3,,1,,,,,,,,3,,,,2,,2,,1,,,,,,,,,,,,,,,1,2,,6,,,1,2,,,1,,,50,19,5,16,,,4,,,,3,,,2,,,1,3,,170
76185,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2
76196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76201,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,1,,1,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,5,,,,,,,,,,8,3,1,3,,2,3,,1,,1,,,,,,,,,43
76205,,,,,,,,,,,,,1,,,,1,,,,4,,1,2,,,,,,,,,,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,8,,,,,2,,,,,10,3,1,8,,,2,,,,,,,,,1,,,,50
76207,,,,1,,,,,,1,2,,1,2,,1,2,,,,4,,6,2,,,,1,,1,,,,3,,,,,,1,,,,,,,,,1,1,,,,2,,,,,,,,,,,,,1,,,,,1,,1,,6,,,,2,,,,,,14,4,4,11,,1,1,,1,1,,,2,,,1,1,4,,88
76208,,,,1,,,,,,,2,,,,,,,,,,2,,6,1,,,,,,,,,,5,6,,,,,4,,,,,,,1,,,5,,,,,,2,,,2,,,,,,,,,,,,,,,1,,6,,,,1,,,,,,33,10,1,10,,,3,,4,,,,,,,1,,1,,108
76209,1,,,,,,,,,1,,,1,1,,,2,,,,5,1,7,,,,,,,,,,,4,1,,,,,,,,,,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,13,,,,,,,1,,,16,4,,6,,,,,,1,,,,,,,,,,70
76210,1,,,4,,,,,,1,3,,,3,2,,1,,,,10,,11,10,,,,3,,7,1,,2,15,5,,,,,,,,,,,,,,,2,,1,,2,,,,,1,,,,1,,,1,,,,,,,1,1,,10,1,,,,1,,2,,,57,27,7,26,,1,5,,2,,1,,1,1,,2,,,,233
76225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3
76226,,,,4,,2,,,,2,,1,3,1,2,,11,1,,1,6,,10,15,,,,2,,2,,,,6,5,,,,,5,,3,,1,1,,,,,14,,2,2,1,2,1,,,2,1,,,1,,,,1,1,,,,,,1,,12,2,,1,2,5,1,1,,,141,46,19,92,,1,5,1,1,1,6,,1,,,3,2,8,,464
76227,,1,,4,,1,,,,4,6,,2,1,,,4,,2,,5,,23,5,,,,4,,1,,,,13,4,,,,,2,,,,,1,,,,,5,,1,1,,,3,,,,,,,,1,,1,,,,,,,,1,,16,1,,,,,,,,,107,30,9,60,,1,5,1,1,1,7,,,,,2,,3,,340
76230,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,5
76233,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4
76234,,,,,,1,1,,,,,,,,,,1,,,,3,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,2,,1,,,3,5,1,4,,,1,,,,,,,,,,,1,,33
76239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
76240,,,,,,,,,,1,1,,,1,,,1,,,,1,,8,2,,,,1,,,,,,3,1,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,3,,,,,,,,,,7,5,2,1,,,1,,,,,,,,,2,,1,,45
76244,,,,2,,1,3,,,3,2,,2,7,1,,1,,1,,18,,22,12,,,,8,,7,,,1,14,5,,,,,5,,1,,,,,,,2,9,,,4,1,,1,1,,1,,,,1,1,,,,,,,1,,,2,,14,,,2,,3,,2,,,127,31,15,44,,1,9,,,2,4,1,,1,,,2,,,398
76245,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,7
76247,,,,,,1,,,,,,,2,1,,,,,,,5,,8,4,,,,,,1,,,,12,3,,,,,2,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,1,,,,,,1,,7,,,2,,1,,,,,32,15,6,23,,,5,,2,,,,,1,,,,1,,139
76248,,,,6,,,2,,,4,2,1,2,1,1,1,6,,1,1,4,,15,4,,,,3,,1,,,,4,7,,,,,4,,,,,,,,,1,5,,,1,2,,,2,,1,,,,,,,,,,,,,1,,,,11,,,6,2,5,,1,,,118,52,24,68,,2,3,,1,,4,,,1,,,3,2,,386
76249,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,1,,,,4,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,3,7,4,1,,,,,,,,,,,,,,,,28
76250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,2
76251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76255,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,6
76258,,,,,1,,,,,,,,,,,,,,,,3,,1,1,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,4,9,1,2,,,1,,,,,,,,,,,,,29
76259,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,5,,1,2,,,,,,,,,,,,,1,,,15
76262,1,,,10,1,1,,,,,4,,,8,5,,6,,1,,11,,15,7,,,,3,,3,1,,,4,9,,,1,,4,,,,,,,,,2,7,1,,3,,,1,,3,1,,,,,,29,11,1,,,,1,1,,4,,19,1,,8,1,15,,9,1,,174,77,46,75,,1,3,,2,,1,,1,,,2,1,4,,601
76264,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,4
76265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2
76266,,,,,,,,,,,,,,,,,,,,,2,,6,1,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,11,5,5,1,,,4,,,,1,,,,,,,,,50
76271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,4
76272,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,1,,,,,,,,,,,,,,,,9
76273,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,,,,,,,,,,,,,,1,,10
76277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76301,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,9
76302,,,,,,,,,,,,,,,1,,,,,,2,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,1,3,,,,,,,,,,,,,,,,18
76305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,5
76306,1,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,15
76308,,,,,,,,,,,2,,,,,1,1,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,2,,,,1,,,,,,7,8,1,2,,,,,,,,,,,,,,,,31
76309,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,5,3,4,1,,,,,,,,,,,,,,,,19
76310,,,,,,,,,,,,,,,2,,4,,,,1,,3,3,,,,1,,1,,,,1,2,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,12,4,1,4,,1,,,,,,,,,,,,1,,45
76311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,1,,,,,,,,,4
76354,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,1,2,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,2,,,,,,,,,,,,,,15
76357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
76365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,2
76366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,2
76367,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,2,1,,,,,,,,,,,,,,,,,11
76371,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3
